"Time"	"Estimated_Lat"	"Uncertainty_Lat"	"Estimated_Lon"	"Uncertainty_Lon"	"Estimated_Rad"	"Uncertainty_Rad"	"Date"	"Site"
"558"	2008.5038	1.05	0.08	-0.03	0.14	1.16	0.28	"08JUL03"	"SNI1"
"559"	2008.5065	1.01	0.07	-0.33	0.14	2	0.28	"08JUL04"	"SNI1"
"560"	2008.5093	1	0.07	-0.14	0.14	2.52	0.28	"08JUL05"	"SNI1"
"561"	2008.512	1.02	0.07	-0.13	0.14	1.93	0.28	"08JUL06"	"SNI1"
"562"	2008.5148	1.01	0.08	-0.22	0.14	1.94	0.28	"08JUL07"	"SNI1"
"563"	2009.4976	3.72	0.07	-4.41	0.14	0.73	0.29	"09JUL01"	"SNI1"
"564"	2009.5004	3.83	0.07	-3.97	0.14	1.26	0.28	"09JUL02"	"SNI1"
"565"	2009.5031	3.53	0.07	-4.63	0.14	1.36	0.28	"09JUL03"	"SNI1"
"566"	2009.5059	3.58	0.07	-4.48	0.14	1.3	0.29	"09JUL04"	"SNI1"
"567"	2009.5085	3.5	0.08	-4.68	0.15	1.24	0.3	"09JUL05"	"SNI1"
"568"	2009.5114	3.48	0.07	-4.7	0.14	1.59	0.28	"09JUL06"	"SNI1"
"569"	2009.514	3.63	0.07	-4.77	0.14	1.57	0.28	"09JUL07"	"SNI1"
"570"	2010.4969	5.29	0.08	-10.14	0.14	1.51	0.29	"10JUL01"	"SNI1"
"571"	2010.4996	5.27	0.08	-9.7	0.14	1.58	0.29	"10JUL02"	"SNI1"
"572"	2010.5024	5.28	0.08	-9.6	0.14	1.36	0.29	"10JUL03"	"SNI1"
"573"	2010.5051	5.36	0.08	-9.68	0.14	1.61	0.29	"10JUL04"	"SNI1"
"574"	2010.5078	5.6	0.08	-9.95	0.14	1.42	0.29	"10JUL05"	"SNI1"
"575"	2010.5106	5.37	0.08	-10.02	0.14	1.07	0.3	"10JUL06"	"SNI1"
"576"	2010.5133	5.42	0.08	-10.02	0.14	1.66	0.29	"10JUL07"	"SNI1"
"577"	2011.4962	8.01	0.08	-14.7	0.15	2.21	0.32	"11JUL01"	"SNI1"
"578"	2011.499	7.9	0.08	-14.88	0.15	1.37	0.33	"11JUL02"	"SNI1"
"579"	2011.5017	7.78	0.08	-14.5	0.14	1.18	0.32	"11JUL03"	"SNI1"
"580"	2011.5044	7.76	0.08	-14.55	0.14	1.27	0.32	"11JUL04"	"SNI1"
"581"	2011.5072	7.69	0.09	-14.76	0.14	0.78	0.33	"11JUL05"	"SNI1"
"582"	2011.5099	7.63	0.08	-14.62	0.14	0.53	0.32	"11JUL06"	"SNI1"
"583"	2011.5127	8.04	0.08	-15.04	0.15	0.36	0.33	"11JUL07"	"SNI1"
"584"	2012.4983	9.75	0.08	-19.76	0.13	2.45	0.31	"12JUL01"	"SNI1"
"585"	2012.501	10.36	0.08	-18.92	0.13	1.26	0.31	"12JUL02"	"SNI1"
"586"	2012.5038	10.21	0.08	-19.05	0.13	1.92	0.3	"12JUL03"	"SNI1"
"587"	2012.5065	10.22	0.08	-18.5	0.13	1.24	0.31	"12JUL04"	"SNI1"
"588"	2012.5093	10.24	0.08	-18.98	0.14	1.2	0.32	"12JUL05"	"SNI1"
"589"	2012.512	9.95	0.08	-18.32	0.14	1.29	0.33	"12JUL06"	"SNI1"
"590"	2012.5148	10.19	0.08	-19.16	0.13	0.65	0.31	"12JUL07"	"SNI1"
"591"	2013.4976	12.66	0.08	-24.35	0.13	1.4	0.3	"13JUL01"	"SNI1"
"592"	2013.5004	12.66	0.08	-24.39	0.13	1.44	0.3	"13JUL02"	"SNI1"
"593"	2013.5031	12.53	0.18	-25.1	0.44	0.35	0.59	"13JUL03"	"SNI1"
